Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Ventricular Septum Development (GO:0003281),-0.39536772389557623,-1.059956469647512,0.37777777777777777,0.9386570568016753,1.0,10/35,17.57%,TGFB2;SOX4;HEY2;PDE2A;TGFBR3;HEY1;SLIT2;SLIT1;NOG;BMPR2
prerank,Positive Regulation Of Glycolytic Process (GO:0045821),-0.4338229063645985,-1.0599562951736217,0.4375,0.9371182747413446,1.0,4/18,7.14%,SLC4A4;IGF1;IFNG;MLXIPL
prerank,Protein Modification By Small Protein Conjugation (GO:0032446),-0.2821463367497773,-1.0596242942284981,0.3013698630136986,0.9367628900605232,1.0,82/349,20.75%,RNF38;FBXO9;ENC1;ASB9;RNF212;TRIML1;STX1A;RNF220;RNF103;ANKRD9;KLHL13;TRIM72;ARRDC4;ASB11;NEDD4;RNF168;TRIM23;ITCH;RNF135;BSPRY;FBXL2;ASB5;TRIM7;BRCA1;TOPORS;PRKN;TRIM51G;SPSB4;SMURF2;TRIM60;VPS18;TRIM40;TRIM39;FBXO11;MUL1;VCPIP1;NFE2L2;RNF115;TRPC4AP;TRIM10;RNF25;DCUN1D2;KLHL21;CUL5;FBXO24;TRIM21;SMC5;SDE2;LMO7;PIAS1;MSL2;SENP5;KLHL7;GAN;RCHY1;UBR1;TRPM4;UBE2E2;UFM1;EIPR1;SIRT1;TRIM11;KIAA1586;TRIM61;FBXL3;SH3RF3;KLHL24;HACE1;COPS2;RLIM;TRAIP;ASB1;UBR3;OTULIN;NAE1;DTX4;CBLC;KCTD10;DCUN1D5;KCTD13;BIRC7;FBXO32
prerank,Neural Tube Development (GO:0021915),0.4281584517206612,1.059127330159335,0.3148148148148148,0.9928034873018132,1.0,1/17,0.58%,DACT1
prerank,Regulation Of Metal Ion Transport (GO:0010959),0.38965241974962816,1.0590816596827939,0.3953488372093023,0.9904301334471078,1.0,9/32,12.93%,CASR;NKAIN1;HFE;GRIN3B;IL16;ORAI1;SRI;YWHAH;P2RX7
prerank,Phosphatidylserine Metabolic Process (GO:0006658),0.4061225591155556,1.0586498549438803,0.35714285714285715,0.9897000364864814,1.0,2/17,5.85%,OSBPL10;PLSCR1
prerank,Negative Regulation Of Cellular Catabolic Process (GO:0031330),0.2976922489604727,1.0583237305286386,0.2564102564102564,0.988415063089376,1.0,14/65,16.50%,PTPN3;RASIP1;APOC1;HP;MET;FOXK2;TIMP1;GSK3A;GPLD1;DAP;TIMP2;ZKSCAN3;WDR6;IL10RA
prerank,Glycogen Metabolic Process (GO:0005977),-0.42408552094392316,-1.0578882366890925,0.3387096774193548,0.9413833062980974,1.0,1/17,0.32%,PYGL
prerank,Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483),0.4162498066073369,1.0578387775638123,0.44680851063829785,0.9879844104647063,1.0,5/21,11.26%,HLA-A;HLA-DRB1;HFE;HLA-G;TAP1
prerank,Positive Regulation Of Protein Dephosphorylation (GO:0035307),-0.3847196041728965,-1.0574895805777542,0.36363636363636365,0.9412234690529192,1.0,9/32,18.97%,MAGI2;NSMF;PPP1R16B;PPP2R5A;CD300A;PRKCD;PPP1R15B;ANKLE2;CAMTA1
prerank,Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263),-0.3341135134464514,-1.057440333846295,0.31666666666666665,0.9397910406344653,1.0,22/79,17.47%,DKK2;COL1A1;RNF220;LRRK2;SOX4;PTK7;BAMBI;FRAT1;SMURF2;NRARP;DAAM2;PPM1A;BMAL1;ZEB2;CDH3;WNK2;LGR4;CSNK1D;TNKS;TRPM4;PPM1B;CSNK1E
prerank,Regulation Of mRNA Catabolic Process (GO:0061013),-0.37393347469151184,-1.056882768200185,0.32786885245901637,0.9400356938293567,1.0,13/45,24.44%,RBM24;ZC3H12A;CNOT1;MAPKAPK2;PRKCD;YTHDF3;ZFP36L2;UPF1;DHX36;FXR1;ZFP36L1;GTPBP1;YTHDF2
prerank,Phosphatidylinositol Phosphate Biosynthetic Process (GO:0046854),0.34977091107767033,1.0568790810960496,0.36363636363636365,0.9894164995107594,1.0,3/41,1.51%,CISH;SOCS2;SOCS3
prerank,Negative Regulation Of Cell Growth (GO:0030308),-0.32302854444012424,-1.0563157959837703,0.3,0.9405133118628232,1.0,34/121,20.49%,FRZB;WNT11;TGFB2;FGF13;WFDC1;ACVRL1;KIAA0319;OSGIN1;CDKN1A;CGRRF1;HSPA1B;OSGIN2;BRCA1;NPR1;BCL6;SLIT2;MT3;CDHR2;MUL1;SERTAD2;DCBLD2;SERTAD3;BTG1;CDKN1B;SLIT1;SIRT1;BMPR2;TSPYL2;PRDM11;IP6K2;CDKN2AIP;FHL1;CDKN2D;FBP1
prerank,Regulation Of Neuron Apoptotic Process (GO:0043523),0.2980445151387807,1.0561674088692918,0.39215686274509803,0.9897085792459082,1.0,29/98,21.92%,GPRASP3;FAIM2;KCNB1;EGR1;EGLN3;TRIM2;FGF20;EGLN2;KIF14;CDK5;LGMN;POU4F1;UNC5B;GRN;NTRK1;RETREG1;WFS1;PRKCI;PARK7;SIGMAR1;IL27RA;IL6ST;AGAP2;ATP13A2;CNTFR;NDNF;MEF2C;SNX6;MSH2
prerank,Striated Muscle Cell Differentiation (GO:0051146),0.40045893062379845,1.0552179797336616,0.35714285714285715,0.9912734525961479,1.0,6/19,20.58%,ASB2;BVES;CBY1;MYEF2;SIRT6;MEF2C
prerank,Negative Regulation Of Reproductive Process (GO:2000242),-0.4512379452305839,-1.05516219879643,0.37254901960784315,0.9425563637361296,1.0,6/19,13.53%,SPINK13;IGF1;ASTL;DUSP1;WEE2;PAEP
prerank,Negative Regulation Of Viral Life Cycle (GO:1903901),0.4075938963915291,1.054138444755485,0.425531914893617,0.9929024688081668,1.0,6/17,20.83%,TRIM5;IFITM1;BST2;FCN1;IFITM2;PPIA
prerank,protein-RNA Complex Assembly (GO:0022618),-0.3070086474707989,-1.0538738832885883,0.3870967741935484,0.9458743184484144,1.0,32/147,25.45%,RPS27L;CELF4;SRPK3;LUC7L2;EIF2S3B;CRNKL1;CELF5;CELF1;DENR;DICER1;SF3B1;TGS1;BRIX1;SNRPG;STRAP;EIF2S3;GEMIN4;CDC73;SRPK2;EIF5;SETX;AGO4;XAB2;NUDT21;COIL;SRSF10;EIF3C;POLR2D;TSSC4;SF3A2;RPSA;SMN1
prerank,Regulation Of Actin Filament-Based Process (GO:0032970),0.32752955783777776,1.0535151425408835,0.3191489361702128,0.992896622310483,1.0,19/68,19.43%,PEAK3;ARHGAP44;HCK;EFNA5;DYNLL1;ESAM;PDGFA;PAK1;ARHGEF19;NEDD9;ABRACL;BST2;CDK10;SLC4A2;CORO1A;TWF2;SIGLEC15;SH3BP1;OR2A4
prerank,Negative Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045841),0.38911632152696707,1.0531218548868793,0.425531914893617,0.9920555805103984,1.0,11/28,23.09%,CENPF;PLK1;CDC20;TRIP13;ZWINT;TEX14;SPC24;ATM;HASPIN;BUB1B;BUB1
prerank,Notch Signaling Pathway (GO:0007219),0.3411502543924533,1.0525843598493778,0.34782608695652173,0.9918138143766915,1.0,9/40,12.75%,NOTCH4;ASCL1;DTX1;DLL3;DTX2;NOTCH1;HEYL;APH1B;SORBS2
prerank,Homotypic Cell-Cell Adhesion (GO:0034109),-0.35946356673731567,-1.0523068671097517,0.4,0.9497132699262792,1.0,8/46,13.59%,CXADR;CDHR5;MEGF10;CDHR2;XG;DSC2;P2RY12;ITGB3
prerank,Regulation Of Cell Motility (GO:2000145),0.2897525625479914,1.0522231323881424,0.3548387096774194,0.9905759224465203,1.0,14/118,8.90%,TWIST1;CAMSAP3;CEACAM1;PLXNA4;FRMD5;FGF2;FGF20;KIF14;PRAG1;PLXNB1;MEAK7;ROBO4;CCR7;PLXNB2
prerank,Cellular Lipid Catabolic Process (GO:0044242),0.41554340024457076,1.051650074242893,0.40476190476190477,0.9904574278582676,1.0,8/21,22.05%,CYP1B1;LIPG;PLD1;LPIN3;SMPDL3B;ACOX1;ENPP2;LPIN2
prerank,Phospholipid Translocation (GO:0045332),0.350533801588273,1.0511053051643544,0.34782608695652173,0.9900795963253111,1.0,8/29,12.93%,ATP8B1;PLSCR3;ATP9A;PLSCR1;PLSCR4;ATP9B;ATP10B;P2RX7
prerank,Apoptotic Mitochondrial Changes (GO:0008637),0.354893336514976,1.0510979377300425,0.45,0.987676501754476,1.0,7/33,11.46%,BID;BIK;HK2;HSPD1;BCL2L1;BBC3;CCAR2
prerank,Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233),-0.34452458804807645,-1.0510213492618403,0.3584905660377358,0.9523454037518497,1.0,7/48,10.31%,WNT11;VIL1;APOA1;ARHGEF10;GPR65;SERPINF2;SORBS3
prerank,Lymphocyte Chemotaxis (GO:0048247),-0.3813561850778471,-1.0507307471440812,0.3870967741935484,0.9520209094540536,1.0,6/40,8.70%,CCL7;CCL22;XCL1;CCL14;CXCL16;CXCL11
prerank,Cellular Response To Cytokine Stimulus (GO:0071345),0.25921347472175715,1.0505190361177084,0.3333333333333333,0.9873308306141704,1.0,83/293,18.74%,AKAP6;CRLF2;CSF2RA;FOXH1;IL9R;EGR1;IFNA21;CSF2RB;GSDME;IFNA10;EBI3;IFIT1;GREM2;HCK;CCR2;MYLK3;IRF5;IL3RA;SIRPA;CTSG;GBP1;GBP6;DAPK1;MAPK11;AXL;TCL1A;PYCARD;IFNW1;LILRB1;CCL18;PTPN6;CD40;IL6R;LGALS9;CCR7;IRAK3;POU4F1;OAS1;CX3CL1;DOCK8;LILRA1;USP10;SFRP1;GSK3A;IFNA4;IL12RB1;TNFSF11;TLR2;LILRB4;SOS1;LEF1;LILRA4;GPER1;TLR4;SELPLG;JAK3;PID1;IFNE;RIPOR2;YBX3;PHB1;HLA-DPA1;IL4R;IKBKB;KIT;PLP2;IL27RA;GBP4;GBA1;SHPK;IL2RG;CSF3R;IL6ST;GATA3;LDLRAP1;GBP2;AKT1;IFITM2;CBL;XCL2;HYAL2;TRADD;NFKB1
prerank,Positive Regulation Of Protein Kinase B Signaling (GO:0051897),-0.3208951927842945,-1.0498346604180506,0.4067796610169492,0.9535825646271866,1.0,16/90,11.46%,AKR1C2;IL26;SPRY2;THBS1;IL18;CHI3L1;MST1R;IGF1;AKR1C3;CASS4;TCF7L2;GDF15;RET;SRC;ANGPT1;PIK3CA
prerank,Phosphatidylethanolamine Metabolic Process (GO:0046337),-0.41469068239545376,-1.0498093589644422,0.4166666666666667,0.9521014629344643,1.0,5/24,10.20%,ALOX15;PLAAT5;ETNK2;PLAAT2;CHKB
prerank,Nucleic Acid Metabolic Process (GO:0090304),0.3816041283093451,1.0497369991863463,0.3023255813953488,0.9881361958204224,1.0,4/29,9.33%,NT5E;EXD2;ENPP1;TREX2
prerank,Homologous Chromosome Pairing At Meiosis (GO:0007129),0.3564286061552156,1.049325067573254,0.38095238095238093,0.9873699053189756,1.0,7/24,12.68%,TERB1;PRDM9;TRIP13;KASH5;STAG3;P3H4;PSMC3IP
prerank,Regulation Of Membrane Depolarization (GO:0003254),0.39183163667749077,1.0490734210794503,0.48936170212765956,0.9859770936343666,1.0,4/19,9.45%,PTPN3;HCN2;CAMK2D;RANGRF
prerank,Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991),0.35797393088500296,1.049006447385058,0.45652173913043476,0.9838225973162362,1.0,8/40,9.85%,DACT1;GFI1B;KLF4;APC;KANK2;CDK2AP2;RGCC;PRMT2
prerank,Positive Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900017),-0.4576131646723785,-1.0489796922915415,0.3877551020408163,0.9534437044739037,1.0,1/16,0.71%,CLEC7A
prerank,Sodium Ion Homeostasis (GO:0055078),-0.43247706615536724,-1.047481023977012,0.3181818181818182,0.9569210147379877,1.0,5/24,7.29%,SCNN1B;CYP4F12;SCNN1A;ATP1A2;SLC8A1
prerank,Protein Localization To Mitochondrion (GO:0070585),-0.4397817088786776,-1.0474243336768665,0.40625,0.955556690486868,1.0,3/16,8.07%,RNF186;LRRK2;MAIP1
prerank,Regulation Of Anoikis (GO:2000209),-0.4037044018718746,-1.047357755069868,0.4074074074074074,0.9542951430597106,1.0,5/20,11.46%,TLE1;SIK1;PIK3R3;SRC;PIK3CA
prerank,Primary Neural Tube Formation (GO:0014020),0.3827123222060284,1.0468574673517468,0.3142857142857143,0.9902501932887662,1.0,5/27,8.90%,VANGL2;VASP;DYNLL1;PRICKLE1;PLXNB2
prerank,Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749),0.41077480971766456,1.0467442828453752,0.4117647058823529,0.9883043451532955,1.0,4/18,6.61%,CENPF;CDK4;KIF14;KCNH5
prerank,Negative Regulation Of Response To External Stimulus (GO:0032102),0.2746696229293756,1.0461386921611155,0.35135135135135137,0.9884022198583066,1.0,38/137,18.53%,RTN4RL1;MYO1C;AURKB;ALOX5;KLF4;PTPN2;ADIPOQ;SIRPA;RTN4R;FGF2;EPHA4;IL4;MVK;CD109;TNFAIP8L2;CXCL17;IRAK3;IL13;MFHAS1;NLRP3;ELF4;TRAFD1;FNDC4;PROC;GPER1;C1QBP;TRIB1;NR1H4;SMPDL3B;PYDC2;IL10RA;TRIM65;GBA1;GATA3;AKT1;IL22RA1;CARD16;OCRL
prerank,Cellular Response To Type II Interferon (GO:0071346),-0.3254599382380578,-1.0457665103447247,0.32786885245901637,0.9579182664832835,1.0,6/61,5.80%,CCL7;CCL22;XCL1;CCL14;IFNGR1;IFNG
prerank,Myotube Differentiation (GO:0014902),-0.40397335500722287,-1.0455459376244924,0.3559322033898305,0.956918607724675,1.0,3/19,4.38%,ADAMTS15;SIX4;IGF1
prerank,Acute Inflammatory Response (GO:0002526),0.36273862448109295,1.0454445950018794,0.42857142857142855,0.9885688122728236,1.0,5/24,9.45%,HP;MYLK3;PLSCR1;IL6R;C2CD4A
prerank,Cellular Response To Osmotic Stress (GO:0071470),0.36915065460174723,1.0453515566376879,0.45098039215686275,0.9864799015666587,1.0,14/27,34.26%,LRRC8D;PYCARD;NLRP3;YBX3;WNK3;SLC4A11;CAPN3;CASP1;RPTOR;MLST8;RCSD1;ARHGEF2;MTOR;PKD2
prerank,Exocytosis (GO:0006887),-0.3230733896316186,-1.0452334248152175,0.3333333333333333,0.9562649692643921,1.0,10/79,9.69%,PRSS12;SYTL4;SNAP25;SYTL2;STX1A;DOC2B;STEAP2;CPLX1;RIMS1;SYTL3
prerank,Sensory Perception (GO:0007600),-0.36694201133358934,-1.0451047624202845,0.3103448275862069,0.95518959829971,1.0,11/47,12.38%,ALOXE3;OR3A2;TMEM150C;MRGPRX2;OPRL1;C5AR1;OR10J1;WHRN;NMB;CCL2;PTGES
prerank,Peroxisomal Membrane Transport (GO:0015919),-0.4362877050817943,-1.0450754255786585,0.42592592592592593,0.9537595942150088,1.0,8/17,27.00%,PEX1;PEX2;PEX12;PEX14;RAB8B;PEX3;PEX16;PEX10
prerank,Regulation Of Carbohydrate Metabolic Process (GO:0006109),-0.44908190842503576,-1.0447691694693717,0.48148148148148145,0.9532602820723779,1.0,6/15,17.17%,RORA;MLYCD;PRKN;RORC;FOXK1;SIRT1
prerank,Metal Ion Transport (GO:0030001),-0.3130282301176834,-1.0446896409455688,0.39705882352941174,0.9520649545986366,1.0,17/154,5.99%,SLC5A1;SLC11A1;KCNJ13;SCNN1B;SCN5A;SCN4A;FGF13;CLDN16;KCNAB1;KCNF1;ATP2A1;SLC4A4;ASIC1;ATP1A2;ATP2B2;NIPAL2;SLC34A3
prerank,Regulation Of Integrin-Mediated Signaling Pathway (GO:2001044),0.41431907971848714,1.044640866618016,0.36,0.9867420958407489,1.0,5/19,12.73%,LIMS2;LIMS1;NID1;TIMP1;LOXL3
prerank,Regulation Of Ruffle Assembly (GO:1900027),-0.42821292379337805,-1.044557632408222,0.3559322033898305,0.9510353667918,1.0,2/23,2.41%,DEF8;HRAS
prerank,Intracellular Sodium Ion Homeostasis (GO:0006883),-0.45031012917085894,-1.0445113209146546,0.3829787234042553,0.9496047162361759,1.0,4/17,7.29%,SCNN1B;SCNN1A;ATP1A2;SLC8A1
prerank,Regulation Of Cellular Response To Stress (GO:0080135),-0.3139633865531228,-1.0444311967284448,0.38666666666666666,0.9483723170798543,1.0,21/106,17.64%,NUPR1;SOX4;ETAA1;DEPDC1B;MAPT;TMEM98;TAF5;DNAJB1;BRCA1;PRKN;DNAJC2;ATXN7;AMFR;MAPKAPK2;NFE2L2;EP300;TAF7;CREBBP;SIRT1;CDK9;DNAJB6
prerank,Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288),-0.32987644095324675,-1.0441927637451542,0.3387096774193548,0.9476596635436442,1.0,15/63,17.03%,SPRY2;THBS1;SMAD6;RBPMS2;PPARG;NEDD4;WNT1;BAMBI;SMURF2;SLIT2;MMRN2;APLN;CHRDL1;SPRY3;NOG
prerank,Vacuolar Acidification (GO:0007035),-0.38843388846287896,-1.043890326240107,0.45,0.9472389702068694,1.0,3/29,5.11%,SLC11A1;ATP6V0D2;DMXL2
prerank,Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),0.35764377902945266,1.0432644067926327,0.4230769230769231,0.989384396780591,1.0,8/41,12.51%,HBEGF;FAM83B;PIGR;NCK2;FAM83A;PTK2;TGFA;SOS1
prerank,Regulation Of Cilium Assembly (GO:1902017),0.3202769532412793,1.0430326972114097,0.4090909090909091,0.9879252021221132,1.0,18/71,24.91%,EVI5;TBC1D30;TBC1D8;HTT;KIF24;GDI2;TBC1D20;TBC1D2;CDK10;TAPT1;TBC1D16;INTU;KCTD17;TCHP;DYNC2LI1;TBC1D24;TBC1D10B;CYLD
prerank,Skin Development (GO:0043588),-0.34253209613841784,-1.0425646276326603,0.3508771929824561,0.9506284049661909,1.0,10/61,10.22%,COL1A1;COL5A1;GATA6;ITGB4;COL1A2;ADAM9;AKR1C3;PPP3CA;CERS3;COL5A3
prerank,T Cell Migration (GO:0072678),-0.4482143520613098,-1.0425265371441759,0.46551724137931033,0.9493058240435245,1.0,7/17,27.18%,CXCL16;CXCL11;CCR6;XG;PIK3CG;MSN;SLC12A2
prerank,Positive Regulation Of Developmental Growth (GO:0048639),0.3317331734695818,1.0421657046929973,0.4,0.9890025161305869,1.0,14/48,17.90%,SYT3;RASAL1;CPNE9;GH1;ZP3;RIMS2;L1CAM;SHTN1;SEMA7A;MAP3K13;SYT17;TWF2;INSR;LEP
prerank,mRNA Polyadenylation (GO:0006378),-0.4192649839980255,-1.042135708546467,0.4107142857142857,0.949301075265483,1.0,8/24,20.17%,PAPOLB;TENT4B;TUT1;PEX2;TENT2;MTPAP;CDC73;WDR33
prerank,Positive Regulation Of Cholesterol Efflux (GO:0010875),-0.42630972338084644,-1.0421355539795703,0.45454545454545453,0.9478247127845102,1.0,5/20,8.33%,APOA1;PPARG;ABCA8;NFKBIA;CES1
prerank,Phosphorylation (GO:0016310),0.2481588304763968,1.0421054391949274,0.25925925925925924,0.986846330729326,1.0,89/416,18.06%,EPHB1;CDC42BPA;CSF2RA;CDK14;CDKL2;PAK6;PIM1;TTBK1;EPHB3;CSF2RB;MAPK8;PEAK3;HK3;AURKB;DGKK;HCK;XYLB;MYLK3;PIM2;CTSG;PRKAR1B;PLK1;CDK4;TAF11;DAPK1;EPHA4;HKDC1;CAMK2D;CDK5;BIRC5;HK2;PRAG1;FGFR1;CDK1;DGKZ;LRRK1;IRAK3;STRADB;EPHA10;CSNK2B;GALK2;TAF4B;ERN2;DGKI;CHEK2;CAMKK2;PRRT1;CSK;MAP3K13;RPS6KA1;PLK2;PTK2;MAST1;PDK4;HK1;NTRK1;GSK3A;TRIB2;MKNK2;TESK2;ILK;CDCA8;PAK1;HIPK1;TRIB1;CAMK1;JAK3;ACVR2A;DYRK1B;PTK6;CDK10;HTR2B;MARK2;CDC25B;PRKCI;STK36;IKBKB;GRK6;NADK;LIPE;WNK3;SHPK;INSR;TOP1;BCKDK;MEX3B;DGKA;AKT1;ATM
prerank,Positive Regulation Of Hormone Secretion (GO:0046887),-0.44188764771529426,-1.041597086311686,0.38596491228070173,0.9482534989433712,1.0,6/17,10.65%,RASL10B;EDN3;ILDR1;PPARG;NMB;EDN1
prerank,Positive Regulation Of Cell Division (GO:0051781),0.3665411572905992,1.0412973512887997,0.3333333333333333,0.9873087035465502,1.0,15/40,25.41%,KIF14;CIT;RACGAP1;CDC14C;HTR2B;CDC25B;CDC6;OR2A4;ECT2;PKP4;CXCR5;MAP10;RXFP3;SPAST;CDC14B
prerank,Tube Closure (GO:0060606),0.3798528366713181,1.0410935801391001,0.35135135135135137,0.9858228699445869,1.0,5/28,8.90%,VANGL2;VASP;DYNLL1;PRICKLE1;PLXNB2
prerank,Neurotransmitter Secretion (GO:0007269),0.3591355984039565,1.0408252873657131,0.3469387755102041,0.9846826392500738,1.0,10/40,13.17%,SYN1;RPH3A;SNCA;SYN2;CDK5;NRXN2;RPH3AL;RIMS2;SNAPIN;PCLO
prerank,Positive Regulation Of Nitric-Oxide Synthase Activity (GO:0051000),0.4143623900300629,1.0404917923095616,0.4090909090909091,0.9836153160395489,1.0,6/16,17.97%,NPR3;GCH1;DHFR;FCER2;HTR2B;AKT1
prerank,Positive Regulation Of Epithelial Cell Apoptotic Process (GO:1904037),-0.4311858589544154,-1.0402480728356156,0.4489795918367347,0.9508337143742202,1.0,2/21,1.24%,PLA2R1;THBS1
prerank,Regulation Of Peptidyl-Serine Phosphorylation Of STAT Protein (GO:0033139),-0.4339901328924003,-1.0401338056632103,0.45098039215686275,0.949839485869943,1.0,4/18,9.97%,IFNA6;IFNA7;IFNG;IFNA2
prerank,Positive Regulation Of Interleukin-12 Production (GO:0032735),0.3552717097970229,1.0398158104960544,0.42105263157894735,0.9838562201866196,1.0,11/32,13.16%,SCIMP;IRF5;MAPK11;HLA-G;CD40;LGALS9;CCR7;HSPD1;IL16;TLR2;TLR4
prerank,Inorganic Anion Transport (GO:0015698),-0.349806795507124,-1.0398048089280894,0.41935483870967744,0.9494206251828868,1.0,12/56,13.11%,CLCNKA;SLC11A1;SLC26A1;FXYD1;SLC34A2;SLC34A3;TTYH1;SLC34A1;BEST1;SLC17A3;SLC26A4;FXYD3
prerank,Positive Regulation Of Osteoclast Differentiation (GO:0045672),-0.4414814182237465,-1.0397501911725617,0.43137254901960786,0.9481935579377057,1.0,4/18,7.77%,TYROBP;TRAF6;IFNG;PPP3CA
prerank,Positive Regulation Of Wound Healing (GO:0090303),-0.37025894969214945,-1.0394842868357725,0.37735849056603776,0.9476517395040804,1.0,14/38,20.18%,CLEC7A;THBS1;DUOX2;HRAS;REG3A;F2R;VTN;CLDN3;FERMT1;DUOX1;RREB1;PRKCE;SERPINE1;ARFGEF1
prerank,Protein Import Into Nucleus (GO:0006606),-0.3315645259762064,-1.0392439558921167,0.417910447761194,0.9470166460192936,1.0,20/76,24.95%,RANBP17;CBLB;NUP62;RGPD5;NXT1;BCL3;KPNA7;RGPD8;RPL17;KPNA5;NUP54;FAM53C;APLP2;KPNA1;NUP133;NUP35;RANBP6;E2F3;TNPO2;POM121C
prerank,Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412),0.3222406300084123,1.0391851689572276,0.46511627906976744,0.9838718284769523,1.0,18/65,19.08%,PTPN3;GSG1L;HCN2;KCNE5;DAPK1;RANGRF;PRRT1;YWHAH;FXYD2;CNIH4;CAPN1;OPRM1;FXYD6;DLG4;NLGN2;WNK3;CHRM3;YWHAE
prerank,Positive Regulation Of Autophagy (GO:0010508),-0.32128474535978047,-1.0391441396414587,0.38571428571428573,0.945814725600922,1.0,10/104,10.76%,KDR;DCN;IRGM;LRRK2;IFNG;TRIM23;ZC3H12A;PRKN;TBK1;RUFY4
prerank,Oligosaccharide Metabolic Process (GO:0009311),-0.3641677924091135,-1.0384967494839816,0.37037037037037035,0.9462886588579021,1.0,11/42,13.80%,AMY1B;FUT9;FUT6;FUT1;ST8SIA6;MAN2C1;ST3GAL3;B3GALT2;FUT4;B4GALT1;GLA
prerank,Regulation Of Actin Cytoskeleton Reorganization (GO:2000249),0.4171960668787796,1.0376533503864358,0.4222222222222222,0.987801264168991,1.0,4/23,10.85%,HCK;CDK5;CARMIL1;CARMIL3
prerank,Protein K63-linked Deubiquitination (GO:0070536),-0.3830683778241918,-1.037486358061532,0.43137254901960786,0.9479424655988241,1.0,11/33,23.93%,YOD1;TNFAIP3;DEPDC1B;SPATA2;BRCA1;USP8;ABRAXAS2;ZRANB1;OTUD7B;USP17L2;OTUD7A
prerank,Positive Regulation Of Metabolic Process (GO:0009893),0.28384443164633777,1.0373386250037642,0.34210526315789475,0.9868035504763248,1.0,20/102,11.51%,TRPM8;ZBTB7B;TSHR;CCR2;ADIPOQ;APC;GNAS;IL4;JCHAIN;DISP3;DIO2;CD36;GRB10;ADIPOR2;IL13;YBX2;MUC1;CMKLR1;BSCL2;IRF4
prerank,Retrotransposon Silencing (GO:0010526),0.39565291067631275,1.0371879853754835,0.40425531914893614,0.9850758230113712,1.0,3/20,5.55%,APOBEC3D;SPOCD1;TDRD12
prerank,Intrinsic Apoptotic Signaling Pathway In Response To Endoplasmic Reticulum Stress (GO:0070059),-0.3547732277311354,-1.0363095424056623,0.3620689655172414,0.950644918228456,1.0,6/30,17.40%,RNF186;ATP2A1;TMEM117;BRSK2;TNFRSF10B;QRICH1
prerank,Negative Regulation Of Immune Response (GO:0050777),0.33559280252924284,1.0350170102066072,0.5142857142857142,0.9912406925687776,1.0,14/64,12.96%,MYO1C;CR1;HLA-DRB1;AURKB;PDCD1;HCK;CCR2;FOXP3;HLA-G;LILRB1;IRAK3;PLK2;TRAFD1;IFNL1
prerank,Neuron Projection Development (GO:0031175),-0.3006839130755266,-1.0346001951190855,0.4375,0.9547994893415006,1.0,33/177,14.69%,ADGRF1;ADGRV1;OLIG3;EPB41L3;MYO16;GAS7;LYN;SHANK1;BHLHE23;LRRK2;NCKAP1;LGI1;GRM7;DOCK7;NEDD4;WNT7A;MAPT;WHRN;NYAP2;RAB6B;ZPR1;CTNND2;TRIO;CDNF;DICER1;STMND1;ZNF335;UHMK1;TSKU;SH3GL2;CNTNAP1;VASH2;TAOK3
prerank,Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030947),-0.42190634982244707,-1.0342704238466691,0.45454545454545453,0.9543160983637389,1.0,6/22,13.59%,IL1B;NEDD4;MT3;VTN;MMRN2;ITGB3
prerank,Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),-0.32027732739938886,-1.0340122304425834,0.4696969696969697,0.9537402482715679,1.0,8/78,5.80%,AZU1;CLEC7A;LILRA2;THBS1;TYROBP;IFNGR1;FZD5;IFNG
prerank,Negative Regulation Of DNA Biosynthetic Process (GO:2000279),-0.38847161334645647,-1.0335243997912658,0.36363636363636365,0.9536819817825226,1.0,7/28,10.60%,ACVRL1;STON1;CDKN1A;TENT4B;DACH1;SRC;EXOSC10
prerank,tRNA Methylation (GO:0030488),0.3432359127050987,1.0334609343787506,0.4318181818181818,0.9955157955391198,1.0,15/36,23.81%,TRMT9B;TRMT10A;TRMT13;THUMPD3;TRMT5;DALRD3;TRMT1L;TRMT112;WDR6;METTL2B;TRMT61B;TRMT6;GTPBP3;NSUN2;FTSJ1
prerank,Calcium Ion Import Across Plasma Membrane (GO:0098703),-0.3708663347724314,-1.033114185729575,0.38181818181818183,0.9537331452729219,1.0,6/34,9.25%,SCN5A;SCN4A;TRPV3;TRPV1;SLC8A1;CACNA1A
